feature	fold_1_mean_abs_shap	fold_1_rank	fold_2_mean_abs_shap	fold_2_rank	fold_3_mean_abs_shap	fold_3_rank	fold_4_mean_abs_shap	fold_4_rank	fold_5_mean_abs_shap	fold_5_rank	mean_abs_shap_all	mean_rank_all
H3K4me3_H3K27me3_interaction_rank	0.00027257077245816316	200.0	0.00011182019608035169	187.0	5.225453588112276e-05	238.0	0.0006072786510629874	137.0	0.0008666664770777515	90.0	0.0003821181265120753	170.4
H3K4me1_tss_z_diff	0.0003649652582756291	163.0	0.0	279.0	0.00010373832330650489	198.0	0.0007647020560377517	113.0	0.0007390152217340573	101.0	0.0003944841718707886	170.8
H3K27me3_gene_autocorr	8.392438849753035e-05	318.0	0.0006221091291590921	78.0	0.0005981895115538295	75.0	0.0005317403674386194	154.0	0.00029395380689867294	229.0	0.0004259834407095489	170.8
H3K36me3_ratio_mean_rank	7.500234743390352e-05	324.0	0.0006664235186382538	75.0	0.0002424658848794852	136.0	0.001586955322453783	52.0	0.00020575537584487485	270.0	0.0005553204898500601	171.4
H3K9me3_gene_z_mean_rank	0.0004673118659555673	142.0	0.00018994359202600912	152.0	0.0	285.0	0.0005508893960331305	149.0	0.0005778384877835852	132.0	0.00035719666835965847	172.0
H3K36me3_tss_z_max	0.00043066930590951875	151.0	0.0002080034626463129	144.0	9.176287801577138e-05	206.0	0.0005980854148729547	139.0	0.00030462023085303517	225.0	0.00032662825845951863	173.0
H3K4me1_gene_autocorr	0.00021018334484006575	241.0	0.0001652509848482756	160.0	0.00018598077697723665	165.0	0.000484032103548865	177.0	0.0006178613624970912	123.0	0.0003326617145423068	173.2
H3K36me3_tss_z_mean	0.00048617300795335814	137.0	0.0	279.0	0.0003455150917520182	116.0	0.0006691393569951163	126.0	0.00033543512271260383	211.0	0.00036725251588261927	173.8
DNase_gene_z_diff	0.0008235136520338653	91.0	1.4710469963517717e-05	269.0	6.082883884104948e-05	233.0	0.0005900540080922044	143.0	0.000549359213241588	139.0	0.000407693236434445	175.0
H3K27ac_gene_slope	0.00024512400337076606	213.0	8.162230808269047e-05	208.0	0.00011681839826624127	191.0	0.0005074390196121574	166.0	0.0007750748691103335	97.0	0.00034521571968843776	175.0
H3K36me3_tss_z_std	0.000680909959090464	109.0	0.0005923596680641119	80.0	0.0	285.0	0.0003883796483082167	213.0	0.00039769853372244887	188.0	0.0004118695618370483	175.0
H3K36me3_tss_laplacian	0.00038529352405274053	157.0	9.254551958728321e-05	199.0	0.00020315110694583635	150.0	0.00021122663131554334	287.0	0.000759042171273078	99.0	0.0003302517906348963	178.4
H3K27me3_gene_z_std_rank	0.0014790553873795765	54.0	0.0002421903656018206	130.0	0.0	285.0	0.0006953400871639296	120.0	0.00011519971240106522	317.0	0.0005063571105092784	181.2
H3K27me3_ratio_mean_rank	0.00014866002453739463	271.0	0.00019843969007942399	147.0	8.165734294671665e-05	216.0	0.0006264025556918776	133.0	0.0005455797697699396	141.0	0.00032014787660507055	181.6
H3K4me1_tss_autocorr	0.00024383807616297257	214.0	7.495003259843237e-05	213.0	4.4460353697831695e-05	245.0	0.0012512940661878146	65.0	0.0004403240791346058	172.0	0.0004109733215563314	181.8
H3K36me3_gene_z_mean_rank	0.0005304867577493857	129.0	0.00013636562924312874	174.0	0.0002214549088069991	144.0	0.0002560873400590621	265.0	0.00037113118954699585	198.0	0.0003031051650811144	182.0
DNase_ratio_mean	0.0002125860610631474	237.0	9.096601169890566e-05	201.0	0.00019076840360791574	162.0	0.0005119011122847824	165.0	0.0004937537064690328	155.0	0.00029999505902475677	184.0
H3K27me3_gene_kurtosis_rank	0.0	379.0	0.0017940471066382857	29.0	0.00010005877611170231	201.0	0.0004722388177177934	180.0	0.000570100168890034	135.0	0.0005872889738715631	184.8
H3K9me3_gene_slope	0.00032367844786566723	178.0	1.6978965299186916e-05	266.0	0.00027564258271590167	126.0	0.0005444484557333956	151.0	0.0003430969862388717	209.0	0.0003007690875706046	186.0
H3K36me3_tss_kurtosis	0.00027469201568950356	198.0	0.0001167735173962493	185.0	0.00018969790004003361	163.0	0.000573951850310679	145.0	0.0002310025182305758	255.0	0.0002772235603334083	189.2
H3K36me3_H3K9me3_interaction	0.00047474425278542094	139.0	0.0	279.0	7.995016866392207e-05	218.0	0.0008434872558846987	97.0	0.00033193544719350233	214.0	0.0003460234249055088	189.4
H3K27ac_tss_slope	0.00023886646950524917	218.0	0.00026248508161619294	126.0	3.3767016653488176e-05	265.0	0.00036738873992395843	222.0	0.0006255283739927851	121.0	0.0003056071363383347	190.4
H3K27ac_gene_entropy	0.00026835959239826523	203.0	0.00030571456662318214	118.0	0.00020039563830106423	154.0	0.00016205083759942917	325.0	0.0004986420068809413	152.0	0.0002870325283605765	190.4
H3K9me3_tss_laplacian	0.00017675119892539135	259.0	3.586524131860786e-05	244.0	0.0002733595215354027	128.0	0.00036199232161577237	226.0	0.0007915579053595885	96.0	0.0003279052377509526	190.6
H3K27ac_gene_kurtosis	0.0003555186349134525	167.0	0.00013250269503382054	178.0	0.0	285.0	0.00038297990488976065	214.0	0.0006678076187043281	114.0	0.00030776177070827236	191.6
H3K4me3_tss_laplacian	0.0001474768161198325	272.0	0.00025523063234597084	127.0	0.00018932926969091643	164.0	0.00016660311632647328	322.0	0.0009728835387697276	80.0	0.0003463046746505842	193.0
H3K27me3_tss_skewness	0.00044525408747804533	150.0	4.473415747907917e-05	234.0	0.0	285.0	0.0005361763720796822	153.0	0.0005330293944003266	145.0	0.00031183880228742664	193.4
H3K9me3_promoter_body_delta	0.0007429026612142863	100.0	7.316632741765858e-05	214.0	1.501695142469936e-05	277.0	0.0004097740825580514	203.0	0.0004307659274024594	174.0	0.00033432519000343097	193.6
H3K9me3_gene_slope_rank	0.0002933084605185842	187.0	0.000292884543029794	122.0	0.0	285.0	0.0002830623506318234	251.0	0.0006087421559196144	125.0	0.0002955995020199632	194.0
H3K4me3_tss_kurtosis_rank	9.798468201450916e-05	306.0	0.00015578303731838652	166.0	0.0012482833244206438	41.0	0.0003060082606503796	243.0	0.0003204445688359098	217.0	0.0004257007746479658	194.6
H3K9me3_tss_slope	0.0002210881689926903	227.0	0.00011765422675469622	183.0	7.81938462526801e-05	220.0	0.0005198097065429155	161.0	0.0004052380590973517	183.0	0.00026839680152806675	194.8
H3K27ac_H3K4me1_interaction	0.0002880137023053553	190.0	0.0	279.0	0.00017052293341024755	173.0	0.0007139886521411869	119.0	0.00033196355400572065	213.0	0.0003008977683725021	194.8
H3K9me3_gene_z_diff	1.5085734666540346e-05	372.0	0.000983206036694869	57.0	0.0	285.0	0.00047958149425055945	179.0	0.0009559819499165426	82.0	0.00048677104310570227	195.0
DNase_gene_autocorr_rank	0.0006942845806808237	104.0	0.0002401945910065069	131.0	5.7524746698079995e-05	236.0	4.493818124460287e-05	396.0	0.0006567582433107566	117.0	0.00033874006858815406	196.8
H3K9me3_gene_autocorr	0.0003306872267408319	173.0	7.245668458052764e-06	278.0	0.00011872155250120064	190.0	0.0005233521282992694	158.0	0.00040209805639598406	186.0	0.0002764209264790677	197.0
H3K27me3_ratio_std	0.00025171942891845405	211.0	0.0003862221214746685	102.0	0.00021940605320608372	146.0	0.00019432901040645267	297.0	0.00029297188467990523	231.0	0.0002689296997371128	197.4
H3K27me3_ratio_mean	0.00046678986029550097	143.0	1.2276030694974591e-05	272.0	3.425894890281352e-05	263.0	0.0010726219747164572	76.0	0.00029031041102422556	233.0	0.00037525144512679437	197.4
H3K27ac_ratio_std_rank	0.00016288225938706634	264.0	0.0012605531504964167	44.0	0.0	285.0	0.00032667939983286264	237.0	0.00047629002251089444	160.0	0.000445280966445448	198.0
H3K27me3_tss_entropy	0.00031534731996132165	181.0	4.8631855775680235e-05	232.0	0.000167028017074898	174.0	0.0002945941050492513	246.0	0.0004810942492133752	159.0	0.0002613391094149053	198.4
H3K9me3_gene_z_std_rank	0.00019089080332316006	249.0	0.00018114833787101655	155.0	3.411335757202429e-05	264.0	0.0006917131135646166	121.0	0.0003540714642299493	206.0	0.00029038741531215334	199.0
H3K36me3_tss_entropy	0.0004003189872789207	155.0	3.559926918696769e-05	247.0	0.00015209934051434913	179.0	0.00042898723137706364	196.0	0.00031690279940011363	219.0	0.0002667815255514829	199.2
H3K27ac_H3K9me3_interaction	0.0006200916346092353	119.0	3.96676815837236e-05	239.0	0.0002387254433832134	137.0	0.00037198387418942657	221.0	0.00017464499880732705	287.0	0.0002890227265145852	200.6
H3K4me3_tss_z_std	0.00027823859157976303	195.0	0.0008309440280461196	65.0	3.475102243197527e-05	262.0	0.00026035811841032677	262.0	0.0003166405364233657	220.0	0.00034418645937831004	200.8
DNase_H3K27ac_interaction	6.874428938822811e-05	332.0	0.000207329180425867	145.0	1.3965919464070478e-05	279.0	0.0005464031745467234	150.0	0.0007491204045536069	100.0	0.0003171125936756992	201.2
H3K36me3_gene_skewness	0.00047188775963932707	140.0	3.888038298296072e-05	240.0	0.0	285.0	0.000271223906196238	258.0	0.000944355327106788	84.0	0.0003452694751850628	201.4
H3K4me1_gene_slope	0.0006802917569876692	111.0	0.0002637551759785768	125.0	4.9372561365726616e-05	242.0	0.00028524327398829204	250.0	0.00019223023688790675	279.0	0.0002941786010416343	201.4
H3K27ac_tss_z_diff_rank	0.0	379.0	0.00014683593902087413	171.0	0.0011049746753022751	45.0	0.0011839551092003551	70.0	8.39047966469729e-05	345.0	0.0005039341040340955	202.0
H3K4me3_ratio_std_rank	0.0008780052905837821	88.0	0.0	279.0	0.0	285.0	0.000986339313880777	83.0	0.00019742127808981133	275.0	0.0004123531765108741	202.0
activation_index	0.00014880628080635747	270.0	0.0	279.0	0.00037234972064880946	107.0	0.0004399974018919861	190.0	0.00044946505697872563	168.0	0.00028212369206517574	202.8
balance_H3K4	0.0002629022001267699	205.0	0.0	279.0	0.00012402575623434738	188.0	0.0009653478481856293	84.0	0.00022230045757098307	258.0	0.0003149152524235459	202.8
H3K4me3_H3K4me1_interaction	0.00012745328135954355	284.0	1.1605182848769678e-05	276.0	0.00017589109235854392	169.0	0.0003777177401899464	218.0	0.0011462807815533548	71.0	0.00036778961566203165	203.6
H3K27ac_axis_sum_rank	0.0003594926789022201	165.0	0.00032827453485006065	116.0	3.8086579654698265e-05	253.0	0.00022205845906303777	283.0	0.0003449683014087595	208.0	0.00025857611077575527	205.0
H3K9me3_gene_gradient_mean_rank	3.7665911767115224e-05	361.0	0.00013315738622676047	177.0	0.00034098837359153186	117.0	0.00025825711621451573	264.0	0.0006792010412570092	110.0	0.0002898539658113865	205.8
H3K9me3_tss_entropy_rank	0.0011477514499594668	70.0	0.00016557513487871467	159.0	0.0	285.0	0.00024118142115943546	273.0	0.0002502825082826007	247.0	0.0003609581028560435	206.8
H3K9me3_gene_z_std	0.0002937530121031918	186.0	0.00011737248083968172	184.0	0.00014317199611387245	182.0	0.00031998926156871267	239.0	0.00024282149376629174	248.0	0.0002234216488783501	207.8
H3K9me3_gene_z_mean	0.0004910443325570906	136.0	7.833241676997615e-05	210.0	4.2641019592032444e-05	251.0	0.0005210966042649562	160.0	0.00017484233089177126	286.0	0.0002615913408151653	208.6
H3K27ac_tss_z_mean_rank	0.0005032767712523044	134.0	3.978689494759204e-05	238.0	0.000274184362224626	127.0	0.00016148709158344935	326.0	0.000308462618717839	223.0	0.0002574395477451622	209.6
H3K4me1_gene_kurtosis	9.336027663993713e-05	312.0	0.0	279.0	6.619102935417304e-05	228.0	0.000994448411244764	82.0	0.0005025308918237522	150.0	0.00033130612181252525	210.2
H3K36me3_tss_z_mean_rank	0.00010093238122798847	302.0	0.00025014400948553247	129.0	0.0001414090429290796	183.0	0.00032311918280783	238.0	0.00036569885814118124	202.0	0.00023626069491832234	210.8
H3K36me3_tss_slope_rank	0.0003757518594784617	160.0	0.00010670313849596459	191.0	5.1329190839415894e-05	240.0	0.00018555145841525652	309.0	0.0004963327092111967	154.0	0.00024313367128805905	210.8
H3K4me3_H3K36me3_interaction	0.00033688074102308904	170.0	0.00018219168586263346	154.0	9.530320360157687e-05	203.0	0.00035922582799063327	228.0	0.00015163849456386482	300.0	0.0002250479906083595	211.0
DNase_gene_z_std_rank	8.744129196543586e-05	316.0	0.0005753567753535941	83.0	0.0	285.0	0.0011972810237674053	69.0	0.00011775681804564188	313.0	0.00039556718182641546	213.2
strand_is_minus	0.0007363813193435522	101.0	0.0	279.0	0.0	285.0	0.00048334072336331723	178.0	0.0003029977099568697	226.0	0.00030454395053274784	213.8
H3K27ac_ratio_mean	0.00017875953245756408	257.0	9.350911297007947e-05	198.0	4.433339888551305e-05	248.0	0.0008724692088359933	94.0	0.00020326743661100883	272.0	0.00027846773795203175	213.8
H3K4me3_tss_z_max_rank	0.00015507484303991975	266.0	1.3932985051852038e-05	271.0	0.0	285.0	0.003044665310441616	30.0	0.00031441848325740887	221.0	0.0007056183243581593	214.6
H3K27me3_tss_z_std	0.00034243215906610837	169.0	0.00017715348015684898	157.0	0.00023241092789068975	142.0	0.00018408757710466	311.0	0.00015234362627690456	298.0	0.00021768555409904232	215.4
H3K4me1_gene_z_diff	0.00027427893946845255	199.0	0.0	279.0	0.0	285.0	0.0004118765275376384	202.0	0.0006761053444481943	113.0	0.0002724521622908571	215.6
H3K27me3_gene_entropy	0.0002832653839404024	193.0	5.849087010981313e-05	222.0	2.1696747355990625e-05	275.0	0.0006000565841413935	138.0	0.0002381338508534307	251.0	0.00024032868728020607	215.8
H3K4me3_ratio_mean_rank	0.00022300246069601536	226.0	0.0	279.0	0.0001951607374479334	156.0	0.00034580955964068653	234.0	0.0004018678908243969	187.0	0.00023316812972180644	216.4
H3K4me1_tss_laplacian_rank	0.00015150773788861845	268.0	0.0	279.0	0.0	285.0	0.0004975337229996229	170.0	0.0009717748321728186	81.0	0.000324163258612212	216.6
H3K4me3_gene_kurtosis	0.0002879797603019494	191.0	3.4990949206759494e-05	250.0	2.6103576534440926e-05	272.0	0.0001940171846689535	298.0	0.0011113249799128745	75.0	0.00033088329012499556	217.2
H3K9me3_gene_z_max	0.0008804337659917976	87.0	3.598850716402983e-05	242.0	0.0001595109626371056	177.0	0.000204708792337605	290.0	0.00015604502322162008	295.0	0.0002873374102704316	218.2
H3K4me1_tss_laplacian	0.00021480558230439856	234.0	2.8275038159605636e-05	256.0	0.0002661356270355443	130.0	0.000516351522771713	163.0	0.00012526507582753203	309.0	0.0002301665692197587	218.4
H3K27ac_tss_slope_rank	0.0002457674012778986	212.0	4.1408652867814986e-05	236.0	0.0003537683521578677	114.0	0.00019778915531129085	296.0	0.00028794630998851237	234.0	0.0002253359743206769	218.4
H3K27me3_gene_slope	0.00017113354690040427	260.0	0.00045598413341186195	93.0	0.00019100206169349467	160.0	0.00019045613073943263	303.0	0.00019255750579908937	278.0	0.00024022667570885656	218.8
H3K4me3_gene_gradient_mean_rank	0.0	379.0	0.0	279.0	0.000354147695360194	113.0	0.000497831499277722	169.0	0.0004891912446279035	156.0	0.0002682340878531639	219.2
H3K4me1_H3K9me3_interaction	0.0006165408273890294	121.0	7.260868847304814e-05	216.0	0.0	285.0	0.00018969200695951075	304.0	0.00043218982167695795	173.0	0.00026220626889970927	219.8
H3K4me1_gene_z_max	0.00018501110594524298	255.0	0.00014434121932548638	172.0	0.0	285.0	0.0007666967367096642	112.0	0.000196131203119845	276.0	0.0002584360530200477	220.0
H3K4me3_tss_z_mean_rank	0.0	379.0	0.00036318285565515326	106.0	7.781597513091563e-05	221.0	0.0006180186968310531	134.0	0.00021250631391465369	264.0	0.0002543047683063552	220.8
H3K4me1_tss_slope_rank	0.00021135720068059155	239.0	0.0	279.0	0.0	285.0	0.0004356707341326631	192.0	0.0006836440361744677	109.0	0.00026613439419754446	220.8
H3K27me3_tss_slope	0.00018901647680667305	253.0	9.033968762022273e-05	202.0	0.0	285.0	0.0004873523991120773	175.0	0.000380888321548603	195.0	0.0002295193770175152	222.0
H3K27ac_gene_laplacian	0.0002143918746482481	236.0	1.207428983546735e-05	274.0	0.0007658444252985457	58.0	6.33820139897223e-05	383.0	0.000473849852891904	162.0	0.00030590849133277744	222.6
H3K9me3_gene_laplacian_rank	0.0001444445937492695	273.0	0.0	279.0	0.00048114671363391753	90.0	0.00020265113877351542	292.0	0.0004042263103227132	184.0	0.0002464937512958831	223.6
H3K27ac_tss_z_min	0.00037759117989588116	159.0	0.0001113533583566724	188.0	0.000152476031857214	178.0	0.00028028254218885607	253.0	8.87177042094301e-05	342.0	0.00020208416330161073	224.0
H3K36me3_tss_slope	0.00021646584040330976	233.0	6.546454112090069e-05	219.0	2.800462543423501e-05	270.0	0.0003977490340121094	208.0	0.00038286948320075695	193.0	0.00021811070483426236	224.6
H3K27me3_H3K36me3_interaction	0.00030980200437627845	182.0	0.0003947244307654571	99.0	9.108122557472973e-05	207.0	0.00020680190548799345	289.0	7.35088857541464e-05	351.0	0.00021518369039172104	225.6
H3K36me3_gene_kurtosis	0.00023387874331238788	220.0	5.896270178465671e-05	221.0	4.437301978380491e-05	247.0	0.0004230405472144579	200.0	0.00025563555456347613	245.0	0.0002031781133317567	226.6
H3K4me3_gene_z_mean_rank	0.002119537820269329	39.0	0.0	279.0	0.0	285.0	0.00024187119217884955	272.0	0.00021926724411199235	259.0	0.0005161352513120341	226.8
H3K36me3_tss_gradient_mean_rank	5.473094809949192e-05	345.0	0.00019896534538846937	146.0	0.00019099055551480073	161.0	0.0004896288789497242	174.0	0.000123368973008444	312.0	0.000211536940192186	227.6
H3K4me1_gene_entropy	0.00031721265609413457	179.0	0.0001427793689098889	173.0	0.0	285.0	0.00016793562142699647	320.0	0.00040696694405077037	182.0	0.00020697891809635808	227.8
H3K27me3_gene_entropy_rank	0.0003750401512388278	161.0	3.569862056689823e-05	245.0	1.186178103948108e-05	281.0	0.00046916434308006284	181.0	0.0002010258521271803	273.0	0.00021855814961049006	228.2
H3K4me3_gene_slope_rank	0.0004198373336537639	153.0	0.00013365143799003444	175.0	9.854890077922735e-05	202.0	0.00026683270921917714	260.0	6.301542454611153e-05	358.0	0.00019637716123766286	229.6
H3K27ac_H3K27me3_interaction_rank	0.0002208035497209907	228.0	0.00011521560319858677	186.0	0.0	285.0	0.0003783252834269777	216.0	0.0002716221957554093	238.0	0.0001971933264203929	230.6
H3K4me3_gene_skewness	6.475322502004861e-05	335.0	0.00010298046155070818	192.0	0.00013278940338758757	185.0	0.00017814571890909813	315.0	0.0005792057538170422	131.0	0.00021157491253689692	231.6
H3K9me3_gene_entropy	0.0005057377207429677	133.0	0.0	279.0	3.6282182679777415e-05	257.0	0.0003947007449857537	209.0	0.0001916367806183142	281.0	0.0002256714858053626	231.8
H3K27ac_tss_z_mean	5.968185163505669e-05	340.0	0.0	279.0	0.0003178811230640768	121.0	0.00046398591047307485	182.0	0.00027158875560457735	239.0	0.00022262752815535716	232.2
DNase_H3K27ac_interaction_rank	0.00019074081961706026	250.0	0.00012922110447900233	179.0	0.00018378729209795992	167.0	0.0001172207479917594	355.0	0.0003416165400889629	210.0	0.00019251730085494896	232.2
DNase_axis_sum_rank	0.0001903465133740966	251.0	0.0	279.0	8.221489166780907e-05	213.0	0.0008541048719278902	96.0	0.00010885819628000885	325.0	0.00024710489464996094	232.8
DNase_tss_kurtosis_rank	0.0002619483358388098	207.0	0.0	279.0	3.302716631028236e-05	267.0	0.0005251240790258751	157.0	0.00021392873891234977	261.0	0.00020680566401746342	234.2
H3K9me3_ratio_mean	0.0001229380929287018	287.0	0.0	279.0	0.0	285.0	0.0003275495233715978	236.0	0.0008997208605606312	87.0	0.00027004169537218615	234.8
H3K27me3_tss_z_mean	0.00021131646321406695	240.0	7.293919445034862e-05	215.0	0.0	285.0	0.00015743428214373307	329.0	0.0007139629062131351	105.0	0.00023113056920425674	234.8
H3K36me3_tss_laplacian_rank	0.00033603230977107776	171.0	0.0	279.0	0.00022971647200671936	143.0	0.00042629975990125313	198.0	2.5041312203191044e-05	383.0	0.00020341797077644825	234.8
promoter_entropy	0.0002718190008240715	201.0	5.57855418501728e-05	227.0	0.00014637349995693554	180.0	0.0002232778230922964	282.0	0.0001742226257471035	288.0	0.00017429569829411593	235.6
H3K27ac_H3K27me3_interaction	0.0002433036989522473	215.0	0.0	279.0	0.00012600354411846745	187.0	0.00025218238029947436	267.0	0.00029337524927537136	230.0	0.00018297297452911208	235.6
H3K27me3_tss_slope_rank	0.0002526142133757095	210.0	0.0	279.0	0.0	285.0	0.00023305224445776713	276.0	0.0005834158368078625	129.0	0.00021381645892826778	235.8
H3K4me1_gene_z_mean	0.00011690346347791931	292.0	0.00030131682055171966	120.0	0.0004559225782670491	94.0	3.898271727241802e-05	403.0	0.00020368926544934174	271.0	0.00022336296900368958	236.0
H3K36me3_tss_skewness	9.402338205410712e-05	309.0	3.556160638917877e-05	248.0	0.0	285.0	0.000808195802233195	102.0	0.0002679971416845205	240.0	0.0002411555864722003	236.8
H3K4me1_gene_z_std	0.00021476880603792038	235.0	4.136146004155095e-05	237.0	0.0	285.0	0.0003191446021251484	240.0	0.00038463808080976277	192.0	0.0001919825898028765	237.8
DNase_gene_skewness	0.0003291846500349734	174.0	3.318483873701745e-05	252.0	0.0	285.0	0.00015011797999571952	337.0	0.000536382762658962	144.0	0.00020977404628533448	238.4
DNase_gene_gradient_mean	1.0754780094681234e-05	376.0	0.0001779121412599548	156.0	0.00011432584942774928	193.0	0.00030710894430408913	241.0	0.00027735055088874683	237.0	0.00017749045319504425	240.6
H3K27ac_gene_slope_rank	0.00019364454311190474	246.0	5.41419320664468e-05	229.0	5.2566146316883744e-05	237.0	0.0002529583251729612	266.0	0.00029905002089022583	228.0	0.00017047219351168448	241.2
H3K27ac_gene_z_mean	8.775981837276623e-05	314.0	0.00011880300480012263	182.0	0.0	285.0	0.0002889205847718203	249.0	0.0004148887406030143	181.0	0.00018207442970954467	242.2
H3K27ac_H3K4me1_interaction_rank	6.687114310937041e-05	333.0	0.00022107472755891319	138.0	0.0	285.0	0.0003894969142390427	211.0	0.0002551689237695178	246.0	0.00018652234173536882	242.6
DNase_tss_laplacian	0.00042377371918094793	152.0	0.0	279.0	0.0	285.0	0.0004306015514432465	194.0	0.0001437663315318592	304.0	0.00019962832043121073	242.8
H3K36me3_gene_gradient_mean_rank	0.0	379.0	0.0002253545196759365	137.0	0.0004327678182227916	98.0	0.00039364367723291916	210.0	0.0	394.0	0.00021035320302632946	243.6
H3K27me3_H3K4me1_interaction_rank	0.00045376374302227385	149.0	3.292779096048022e-05	253.0	0.00010201600064465517	199.0	0.00024329710228268385	270.0	7.901610020567644e-05	347.0	0.00018220414742315392	243.6
H3K9me3_tss_laplacian_rank	0.0	379.0	0.0	279.0	0.00014435906660304515	181.0	0.00036671769948581494	223.0	0.00048180272877633483	158.0	0.00019857589897303898	244.0
H3K9me3_tss_z_diff	0.0003588041895458835	166.0	0.0	279.0	0.00013114207572152467	186.0	0.0001608893180329779	327.0	0.00021182306052655353	265.0	0.0001725317287653879	244.6
H3K36me3_gene_laplacian_rank	0.00026214708492880055	206.0	0.0004859284145476643	90.0	0.0	285.0	0.000290414290134995	248.0	0.0	394.0	0.00020769795792229196	244.6
H3K4me3_H3K9me3_interaction	9.41682330093437e-05	308.0	6.252695507571046e-05	220.0	0.0	285.0	0.00040268875101089345	204.0	0.00034508482521102457	207.0	0.00018089375286139443	244.8
activation_index_rank	0.0004695553614227711	141.0	0.0	279.0	0.0	285.0	0.0002770717413742539	254.0	0.0002010254210452963	274.0	0.00018953050476846426	246.6
H3K4me1_tss_z_std	0.0006704324085476326	112.0	0.0	279.0	0.0	285.0	0.00027315051852604274	256.0	0.000147244447050764	302.0	0.00021816547482488786	246.8
H3K9me3_tss_skewness	0.00024304534322228485	216.0	0.0	279.0	0.0	285.0	0.0002300102075132846	278.0	0.00042020904006407744	177.0	0.0001786529181599294	247.0
H3K27me3_tss_kurtosis	0.0001779035716263998	258.0	8.774604412892321e-05	206.0	1.2852426288905893e-05	280.0	0.00018595719452645587	308.0	0.00038656893694847714	190.0	0.0001702056347038324	248.4
DNase_H3K9me3_interaction_rank	0.0001798908024135085	256.0	5.4550290698169066e-05	228.0	0.0	285.0	0.0005384664332388439	152.0	0.00011154846853964131	322.0	0.00017689119897803255	248.6
H3K27ac_tss_gradient_mean_rank	0.0	379.0	0.000769026845477113	71.0	0.0	285.0	0.00013692258450217606	344.0	0.0004539321957806703	166.0	0.00027197632515199186	249.0
H3K4me1_H3K9me3_interaction_rank	4.0055109601832576e-05	359.0	5.157184175374485e-05	230.0	0.00013826531548701598	184.0	0.00019886115376502612	295.0	0.0004163974575945489	179.0	0.00016903017564043367	249.4
DNase_H3K4me1_interaction_rank	0.00016479787003436508	263.0	0.00012640068075166054	180.0	0.00031016470262260586	122.0	0.0002042236596677341	291.0	0.0	394.0	0.0001611173826152731	250.0
H3K9me3_tss_z_max	8.377144243245381e-05	319.0	2.3469181058691947e-05	260.0	0.0	285.0	0.001198931055596289	68.0	0.00011506274049580933	318.0	0.00028424688391664885	250.0
DNase_gene_kurtosis	0.0003479908920599667	168.0	0.0001954440036719225	150.0	3.5933690308450704e-05	258.0	0.0001491465756632284	338.0	9.433479786764089e-05	337.0	0.00016456999191424184	250.2
H3K27me3_H3K4me1_interaction	7.388831948330499e-05	325.0	0.0003030997518954525	119.0	9.188681893127175e-05	205.0	0.00022368235219916765	281.0	0.00011314021598185347	321.0	0.00016113949169821006	250.2
DNase_H3K4me1_interaction	4.770823043408626e-05	350.0	0.0	279.0	8.169358333561188e-05	215.0	0.0002267539297369572	280.0	0.0005862920146576063	128.0	0.00018848955163285232	250.4
repression_index	7.218090329467966e-05	328.0	2.751161921329808e-05	257.0	0.0002005116431481503	152.0	0.00013343171555063753	345.0	0.00044114230703661775	171.0	0.00017495563764867667	250.6
H3K4me1_gene_skewness	0.00011464181771745628	294.0	0.0	279.0	0.0	285.0	0.00080373971396837	106.0	0.00016961092078731957	289.0	0.00021759849049462918	250.6
H3K9me3_ratio_std	0.0001923029063090179	248.0	0.0	279.0	0.0	285.0	0.0005621568780461777	147.0	0.00015215124976564797	299.0	0.00018132220682416872	251.6
H3K36me3_gene_entropy	0.00024089336685195715	217.0	3.619328354549576e-05	241.0	0.0	285.0	7.229395019205777e-05	374.0	0.0005367023253083963	143.0	0.0001772165851795814	252.0
H3K4me3_H3K9me3_interaction_rank	6.0671280684759834e-05	338.0	4.9398129312436996e-05	231.0	7.714547962431182e-05	222.0	0.00029660454016831666	245.0	0.00029907394733003014	227.0	0.00015657867542397108	252.6
H3K27me3_H3K9me3_interaction	0.0001390680000205211	278.0	3.436113754379598e-05	251.0	0.00036261333348695134	111.0	0.00020134737278215933	293.0	0.00010143099545626624	330.0	0.0001677641678579388	252.6
H3K4me1_tss_kurtosis_rank	0.00010005458351613382	303.0	0.0	279.0	0.0	285.0	0.0003459078668101166	233.0	0.00046253924076953916	164.0	0.00018170033821915792	252.8
H3K9me3_tss_z_std	1.3242073350129264e-05	373.0	3.588602900860651e-05	243.0	0.0	285.0	0.0002301795644598602	277.0	0.0009334000913916968	86.0	0.00024254155164205854	252.8
H3K36me3_gene_skewness_rank	6.303976347841115e-05	336.0	0.0	279.0	0.00023254349112078945	141.0	0.0003603114091300873	227.0	0.00017867272408661424	283.0	0.0001669134775631804	253.2
H3K4me1_gene_autocorr_rank	6.50692782274743e-05	334.0	0.00019261306005497066	151.0	0.0	285.0	0.0004540530467186053	184.0	0.00011462754221362992	320.0	0.00016527258544293605	254.8
H3K36me3_tss_kurtosis_rank	0.00011507839124309475	293.0	0.0	279.0	3.793567892718883e-05	256.0	0.0008143481779122859	101.0	7.5093058004078e-05	349.0	0.00020849106121732948	255.6
